Indexes,,,Vessel Details,,,,,,,,,,,,,,,Deductible Details,,,,,,,,,,,,Burning Costs,,,,,,,,,,,,,,,Loading Costs,,,,,Final Premiums,,,,
#,quote_id,Status,ppoidx,Vessel Name,NS,Segment,Mutuality,IMO,Ship Type,GXL Category,Grs Tonnage,Built Year,Vessel Flag,Domicile,Memb. Exper.,DRAT,NPRI Limit ($m),Ded. Fee Treatment,Cgo Evt/Voy,Ded Cgo,Crew Evt/Voy,Ded Crew,Ded Stev.,Ded Pass.,Ded FFO,RDC 1/4ths,Ded Coll.,Ded Poll.,Ded Other,Cargo,Crew Accident,Crew Illness,Stevedore & 3rd Party,Passenger,Fixed & Floating Objects,Collision,Pollution,"Deviations, Stowaways & Fines",Accidents and Breakdowns,Retained,Abatement,Before Modifiers,After AADL,After Sliders,Pool,RI GXL,RI NON-GXL,Mgt. Expenses,Total Loads,Total Premium,Check0,Rate per Ton,ALR Retained,ALR Retained Less Expenses
1251,66263ea99858f39581f41628,calced,1202979,STAR MERLIN,n,PNI,POOLED,9325609,TANKER PRODUCT,CLEAN TANKER,31500,2007,PANAMA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",177,"1,012",907,9,371,266,258,294,83,55,"3,432",40,"3,472",923,"1,157","1,422","12,543",0,"3,038","17,003","18,160",0,0.577,"4,182","1,144"
1252,66263ea99858f39581f41629,calced,1202980,STAR FALCON,n,PNI,POOLED,9325611,TANKER PRODUCT,CLEAN TANKER,31433,2007,PANAMA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",179,976,875,9,358,258,247,279,84,50,"3,315",39,"3,354",892,"1,118","1,418","12,517",0,"3,030","16,965","18,083",0,0.575,"4,135","1,105"
1253,66263ea99858f39581f41630,calced,1202981,STAR EAGLE,n,PNI,POOLED,9321938,TANKER CHEMICAL,CLEAN TANKER,30068,2007,PANAMA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",358,"1,478","1,157",15,605,158,162,255,75,143,"4,406",37,"4,443","1,181","1,481","1,456","11,973",0,"3,110","16,539","18,019",0,0.599,"4,579","1,469"
1254,66263ea99858f39581f41631,calced,1202983,BALTIC WIND,n,PNI,POOLED,9261401,TANKER CHEMICAL,CLEAN TANKER,23235,2003,MALTA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",357,"1,257",987,15,627,149,147,233,75,156,"4,003",33,"4,036","1,073","1,346","1,442","9,252",0,"3,080","13,774","15,120",0,0.651,"4,415","1,335"
1255,66263ea99858f39581f41632,calced,1202990,NORIENT STAR,n,PNI,POOLED,9396385,TANKER CHEMICAL,CLEAN TANKER,25864,2008,MALTA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",308,"1,173",918,13,585,132,131,212,64,143,"3,679",31,"3,710",986,"1,237","1,430","10,299",0,"3,056","14,785","16,022",0,0.619,"4,283","1,227"
1256,66263ea99858f39581f41633,calced,1202991,STAR OSPREY,n,PNI,POOLED,9315068,TANKER CHEMICAL,CLEAN TANKER,30068,2007,PANAMA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",358,"1,478","1,157",15,605,158,162,255,75,143,"4,406",37,"4,443","1,181","1,481","1,456","11,973",0,"3,110","16,539","18,019",0,0.599,"4,579","1,469"
1257,66263ea99858f39581f41634,calced,1202992,NORIENT SATURN,n,PNI,POOLED,9394040,TANKER CHEMICAL,CLEAN TANKER,25864,2007,CYPRUS,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",249,959,751,11,585,108,110,174,51,127,"3,125",25,"3,150",837,"1,050","1,411","10,299",0,"3,015","14,725","15,775",0,0.61,"4,057","1,042"
1258,66263ea99858f39581f41635,calced,1202993,NORIENT SOLAR,n,PNI,POOLED,9396373,TANKER CHEMICAL,CLEAN TANKER,25864,2008,MALTA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",308,"1,173",918,13,585,132,131,212,64,143,"3,679",31,"3,710",986,"1,237","1,430","10,299",0,"3,056","14,785","16,022",0,0.619,"4,283","1,227"
1259,66263ea99858f39581f41636,calced,1202994,STAR KESTREL,n,PNI,POOLED,9321940,TANKER CHEMICAL,CLEAN TANKER,30068,2008,PANAMA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",358,"1,478","1,157",15,605,158,162,255,75,143,"4,406",37,"4,443","1,181","1,481","1,456","11,973",0,"3,110","16,539","18,019",0,0.599,"4,579","1,469"
1260,66263ea99858f39581f41637,calced,1203005,NORIENT SATURN,n,PNI,POOLED,9394040,TANKER CHEMICAL,CLEAN TANKER,25864,2007,LIBERIA,CYPRUS,0.2,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"11,500",II_event,"4,000","4,000","4,000","25,000",CO_4_4THS,"25,000","10,000","10,000",308,"1,168",916,13,585,132,131,212,64,143,"3,672",30,"3,702",984,"1,234","1,430","10,299",0,"3,055","14,784","16,018",0,0.619,"4,279","1,224"
1261,66263ea99858f39581f41638,calced,1203578,PACIFIC MARCHIONESS,n,PNI,POOLED,9405928,TANKER CHEMICAL,CLEAN TANKER,28952,2010,PANAMA,JAPAN,0.1,2.5,1000,Fees EXcluded,CA_voyage,"5,000",II_event,"3,000","3,000","3,000","3,000",CO_1_4THS,"3,000","3,000","3,000","1,068","1,029","1,018",20,"1,339",264,93,231,103,135,"5,300",24,"5,324","1,415","1,775","1,486","11,529",0,"3,175","16,190","17,965",0,0.621,"4,942","1,767"
1262,66263ea99858f39581f41639,calced,1204120,LATGALE,n,PNI,POOLED,9482550,TANKER CHEMICAL,CLEAN TANKER,29694,2011,MARSHALL ISLANDS,LATVIA,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"100,000",II_event,"21,500","19,500","21,500","40,000",CO_1_4THS,"5,500","17,500","17,500",770,718,518,13,396,212,98,218,85,98,"3,126",34,"3,160",840,"1,053","1,411","11,824",0,"3,015","16,250","17,304",0,0.583,"4,057","1,042"
1263,66263ea99858f39581f41640,calced,1204121,ZEMGALE,n,PNI,POOLED,9482562,TANKER CHEMICAL,CLEAN TANKER,29694,2011,MARSHALL ISLANDS,LATVIA,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"100,000",II_event,"21,500","19,500","21,500","40,000",CO_1_4THS,"5,500","17,500","17,500",770,718,518,13,396,212,98,218,85,98,"3,126",34,"3,160",840,"1,053","1,411","11,824",0,"3,015","16,250","17,304",0,0.583,"4,057","1,042"
1264,66263ea99858f39581f41641,calced,1204153,MANITOULIN,n,PNI,POOLED,8810918,TANKER CHEMICAL,DRY CARGO,19570,1991,CANADA,CANADA,0.4,2.5,1000,Fees IN (25% 1k 10k),CA_event,"100,000",II_event,"10,000","10,000","10,000","100,000",CO_4_4THS,"100,000","100,000","100,000",598,651,488,11,937,154,118,144,61,208,"3,370",20,"3,390",901,"1,130","1,419","11,474",0,"3,032","15,925","17,056",0,0.872,"4,156","1,124"
1265,66263ea99858f39581f41642,calced,1204155,LIBERA,n,PNI,POOLED,9293973,TANKER CHEMICAL,CLEAN TANKER,25373,2006,MALTA,GREECE,0,2.5,1000,Fees EXcluded,CA_voyage,"13,500",II_event,"9,000","9,000","9,000","40,000",CO_4_4THS,"40,000","10,500","8,000","1,563","1,208","1,161",26,"1,136",331,215,310,143,130,"6,223",37,"6,260","1,664","2,087","1,518","10,104",0,"3,244","14,866","16,953",0,0.668,"5,319","2,075"
1266,66263ea99858f39581f41643,calced,1204157,MARVEA,n,PNI,POOLED,9301897,TANKER CHEMICAL,CLEAN TANKER,25385,2006,MALTA,GREECE,0,2.5,1000,Fees EXcluded,CA_voyage,"13,500",II_event,"9,000","9,000","9,000","40,000",CO_4_4THS,"40,000","10,500","8,000","1,563","1,208","1,161",26,"1,136",331,215,310,143,130,"6,223",37,"6,260","1,664","2,087","1,518","10,108",0,"3,244","14,870","16,957",0,0.668,"5,319","2,075"
1267,66263ea99858f39581f41644,calced,1204209,PREM MALA,n,PNI,POOLED,9209972,TANKER PRODUCT,CLEAN TANKER,28522,2000,INDIA,INDIA,0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"15,500",II_event,"9,500","9,500","9,500","15,000",CO_1_4THS,"15,000","15,000","15,000",491,677,585,9,362,430,169,276,108,50,"3,157",28,"3,185",847,"1,062","1,412","11,357",0,"3,017","15,786","16,849",0,0.591,"4,070","1,053"
1268,66263ea99858f39581f41645,calced,1204212,HARSHA PREM,n,PNI,POOLED,9032678,TANKER CHEMICAL,CLEAN TANKER,25644,1993,INDIA,INDIA,0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"24,500",II_event,"8,500","8,500","8,500","60,000",CO_4_4THS,"60,000","14,000","14,000","1,310","1,359","1,037",25,814,305,233,335,139,179,"5,736",40,"5,776","1,536","1,926","1,502","10,211",0,"3,208","14,921","16,847",0,0.657,"5,121","1,913"
1269,66263ea99858f39581f41646,calced,1204213,VEDIKA PREM,n,PNI,POOLED,9032680,TANKER CHEMICAL,CLEAN TANKER,25644,1993,INDIA,INDIA,0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"15,500",II_event,"9,500","9,500","9,500","60,000",CO_4_4THS,"60,000","15,000","15,000","1,346","1,323",998,25,796,305,233,332,137,179,"5,674",40,"5,714","1,519","1,905","1,499","10,211",0,"3,203","14,913","16,819",0,0.656,"5,095","1,892"
1270,66263ea99858f39581f41647,calced,1204302,MTM PRINCESS,n,PNI,POOLED,9185853,TANKER CHEMICAL,CLEAN TANKER,11951,1999,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500","1,283",969,740,14,585,315,126,300,141,201,"4,674",39,"4,713","1,253","1,571","1,465","4,759",0,"3,130","9,354","10,925",0,0.914,"4,688","1,558"
1271,66263ea99858f39581f41648,calced,1204303,MTM WESTPORT,n,PNI,POOLED,9185920,TANKER CHEMICAL,CLEAN TANKER,11951,2000,HONG KONG,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"7,500","7,500","7,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,033",799,622,12,601,252,99,244,111,160,"3,933",31,"3,964","1,054","1,322","1,439","4,759",0,"3,075","9,273","10,595",0,0.887,"4,386","1,311"
1272,66263ea99858f39581f41649,calced,1204304,MTM FAIRFIELD,n,PNI,POOLED,9264465,TANKER CHEMICAL,CLEAN TANKER,11552,2002,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500","1,143",867,662,13,525,279,114,269,127,179,"4,178",34,"4,212","1,120","1,404","1,448","4,600",0,"3,093","9,141","10,545",0,0.913,"4,486","1,393"
1273,66263ea99858f39581f41650,calced,1204305,MTM PENANG,n,PNI,POOLED,9712591,TANKER CHEMICAL,CLEAN TANKER,13122,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",933,779,611,12,469,232,93,222,100,150,"3,601",29,"3,630",965,"1,210","1,428","5,225",0,"3,050","9,703","10,913",0,0.832,"4,251","1,201"
1274,66263ea99858f39581f41651,calced,1204306,MTM SAVANNAH,n,PNI,POOLED,9726750,TANKER CHEMICAL,CLEAN TANKER,13122,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",933,779,611,12,469,232,93,222,100,150,"3,601",29,"3,630",965,"1,210","1,428","5,225",0,"3,050","9,703","10,913",0,0.832,"4,251","1,201"
1275,66263ea99858f39581f41652,calced,1204307,MTM SANTOS,n,PNI,POOLED,9712606,TANKER CHEMICAL,CLEAN TANKER,13122,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",933,779,611,12,469,232,93,222,100,150,"3,601",29,"3,630",965,"1,210","1,428","5,225",0,"3,050","9,703","10,913",0,0.832,"4,251","1,201"
1276,66263ea99858f39581f41653,calced,1204308,MTM GIBRALTAR,n,PNI,POOLED,9282924,TANKER CHEMICAL,CLEAN TANKER,11549,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,150",919,722,13,554,283,114,275,127,179,"4,336",34,"4,370","1,162","1,457","1,453","4,599",0,"3,105","9,157","10,614",0,0.919,"4,551","1,446"
1277,66263ea99858f39581f41654,calced,1204309,MTM HAMBURG,n,PNI,POOLED,9379844,TANKER CHEMICAL,CLEAN TANKER,11585,2008,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"7,500","7,500","7,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,031",799,620,12,478,252,99,242,111,163,"3,807",31,"3,838","1,020","1,280","1,435","4,613",0,"3,065","9,113","10,393",0,0.897,"4,334","1,269"
1278,66263ea99858f39581f41655,calced,1204310,MTM HOUSTON,n,PNI,POOLED,9505924,TANKER CHEMICAL,CLEAN TANKER,11668,2010,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,031",823,648,12,496,252,99,242,111,163,"3,877",31,"3,908","1,039","1,303","1,437","4,646",0,"3,071","9,154","10,457",0,0.896,"4,364","1,293"
1279,66263ea99858f39581f41656,calced,1204311,MTM SOUTHPORT,n,PNI,POOLED,9416032,TANKER CHEMICAL,CLEAN TANKER,11770,2008,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"7,500","7,500","7,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,031",799,620,12,478,252,99,242,111,163,"3,807",31,"3,838","1,020","1,280","1,435","4,687",0,"3,065","9,187","10,467",0,0.889,"4,334","1,269"
1280,66263ea99858f39581f41657,calced,1204312,MTM HONG KONG,n,PNI,POOLED,9228320,TANKER CHEMICAL,CLEAN TANKER,20043,2000,HONG KONG,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500",998,882,673,13,664,255,99,246,108,162,"4,100",31,"4,131","1,098","1,377","1,445","7,981",0,"3,087","12,513","13,890",0,0.693,"4,454","1,367"
1281,66263ea99858f39581f41658,calced,1204313,MTM ST JEAN,n,PNI,POOLED,9278674,TANKER CHEMICAL,CLEAN TANKER,20035,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,117","1,047",819,15,630,285,115,275,123,179,"4,605",34,"4,639","1,233","1,547","1,462","7,978",0,"3,124","12,564","14,112",0,0.704,"4,659","1,535"
1282,66263ea99858f39581f41659,calced,1204314,MTM LONDON,n,PNI,POOLED,9296872,TANKER CHEMICAL,CLEAN TANKER,11568,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,150",919,722,13,554,283,114,275,127,179,"4,336",34,"4,370","1,162","1,457","1,453","4,606",0,"3,105","9,164","10,621",0,0.918,"4,551","1,446"
1283,66263ea99858f39581f41660,calced,1204315,MTM MUMBAI,n,PNI,POOLED,9242338,TANKER CHEMICAL,CLEAN TANKER,29220,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500",999,"1,107",845,21,666,289,115,276,108,182,"4,608",34,"4,642","1,234","1,548","1,463","11,635",0,"3,125","16,223","17,770",0,0.608,"4,661","1,536"
1284,66263ea99858f39581f41661,calced,1204316,MTM MANILA,n,PNI,POOLED,9242326,TANKER CHEMICAL,CLEAN TANKER,29220,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500",999,"1,107",845,21,666,289,115,276,108,182,"4,608",34,"4,642","1,234","1,548","1,463","11,635",0,"3,125","16,223","17,770",0,0.608,"4,661","1,536"
1285,66263ea99858f39581f41662,calced,1204317,MTM SINGAPORE,n,PNI,POOLED,9477529,TANKER CHEMICAL,CLEAN TANKER,11643,2010,HONG KONG,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",828,663,516,10,496,200,83,197,90,122,"3,205",25,"3,230",859,"1,077","1,414","4,636",0,"3,021","9,071","10,148",0,0.872,"4,090","1,069"
1286,66263ea99858f39581f41663,calced,1204318,MTM NORTH SOUND,n,PNI,POOLED,9360946,TANKER CHEMICAL,CLEAN TANKER,11641,2006,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,150",919,722,13,554,283,114,275,127,179,"4,336",34,"4,370","1,162","1,457","1,453","4,635",0,"3,105","9,193","10,650",0,0.915,"4,551","1,446"
1287,66263ea99858f39581f41664,calced,1204319,MTM ANTWERP,n,PNI,POOLED,9291456,TANKER CHEMICAL,CLEAN TANKER,11628,2004,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,150",919,722,13,554,283,114,275,127,179,"4,336",34,"4,370","1,162","1,457","1,453","4,630",0,"3,105","9,188","10,645",0,0.915,"4,551","1,446"
1288,66263ea99858f39581f41665,calced,1204320,MTM ROTTERDAM,n,PNI,POOLED,9477567,TANKER CHEMICAL,CLEAN TANKER,11651,2010,HONG KONG,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",828,663,516,10,496,200,83,197,90,122,"3,205",25,"3,230",859,"1,077","1,414","4,639",0,"3,021","9,074","10,151",0,0.871,"4,090","1,069"
1289,66263ea99858f39581f41666,calced,1204321,MTM SHANGHAI,n,PNI,POOLED,9345908,TANKER CHEMICAL,CLEAN TANKER,11641,2006,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,150",919,722,13,554,283,114,275,127,179,"4,336",34,"4,370","1,162","1,457","1,453","4,635",0,"3,105","9,193","10,650",0,0.915,"4,551","1,446"
1290,66263ea99858f39581f41667,calced,1204322,MTM TOKYO,n,PNI,POOLED,9279111,TANKER CHEMICAL,CLEAN TANKER,11549,2003,HONG KONG,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",926,740,580,12,554,226,90,220,100,141,"3,589",28,"3,617",962,"1,206","1,427","4,599",0,"3,049","9,075","10,281",0,0.89,"4,246","1,197"
1291,66263ea99858f39581f41668,calced,1204323,MTM NEW YORK,n,PNI,POOLED,9749386,TANKER CHEMICAL,CLEAN TANKER,21198,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500",903,844,662,12,510,233,94,224,98,150,"3,730",29,"3,759",999,"1,253","1,432","8,441",0,"3,060","12,933","14,186",0,0.669,"4,304","1,244"
1292,66263ea99858f39581f41669,calced,1204324,MTM YANGON,n,PNI,POOLED,9250165,TANKER CHEMICAL,CLEAN TANKER,29220,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500",999,"1,107",845,21,666,289,115,276,108,182,"4,608",34,"4,642","1,234","1,548","1,463","11,635",0,"3,125","16,223","17,770",0,0.608,"4,661","1,536"
1293,66263ea99858f39581f41670,calced,1204325,MTM SOUTHPORT,n,PNI,POOLED,9416032,TANKER CHEMICAL,CLEAN TANKER,11770,2008,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"7,500","7,500","7,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,031",799,620,12,478,252,99,242,111,163,"3,807",31,"3,838","1,020","1,280","1,435","4,687",0,"3,065","9,187","10,467",0,0.889,"4,334","1,269"
1294,66263ea99858f39581f41671,calced,1204326,MTM HONG KONG,n,PNI,POOLED,9228320,TANKER CHEMICAL,CLEAN TANKER,20043,2000,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"18,700",II_event,"8,500","8,500","8,500","9,500",CO_1_4THS,"9,500","9,500","9,500","1,247","1,104",840,21,664,317,130,303,137,203,"4,966",39,"5,005","1,331","1,669","1,475","7,981",0,"3,151","12,607","14,276",0,0.712,"4,807","1,656"
1295,66263ea99858f39581f41672,calced,1204327,MTM ST JEAN,n,PNI,POOLED,9278674,TANKER CHEMICAL,CLEAN TANKER,20035,2003,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"17,500",II_event,"6,500","6,500","6,500","8,500",CO_1_4THS,"8,500","8,500","8,500","1,117","1,047",819,15,630,285,115,275,123,179,"4,605",34,"4,639","1,233","1,547","1,462","7,978",0,"3,124","12,564","14,112",0,0.704,"4,659","1,535"
1296,66263ea99858f39581f41673,calced,1204501,MINERVA PACIFICA,n,PNI,POOLED,9325831,TANKER PRODUCT,CLEAN TANKER,28059,2006,MALTA,GREECE,0.1,2.5,1000,Fees IN (10% 500 5k),CA_voyage,"12,500",II_event,"12,500","12,500","12,500","12,500",CO_1_4THS,"12,500","12,500","12,500",621,681,642,12,466,505,183,308,129,50,"3,597",31,"3,628",965,"1,209","1,428","11,173",0,"3,050","15,651","16,859",0,0.601,"4,249","1,199"
1297,66263ea99858f39581f41674,calced,1204532,NORD NIGHTINGALE,n,PNI,POOLED,9376816,TANKER CHEMICAL,CLEAN TANKER,24066,2008,SINGAPORE,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",282,879,610,10,272,197,99,234,89,161,"2,833",33,"2,866",762,955,"1,401","9,583",0,"2,994","13,978","14,933",0,0.621,"3,939",945
1298,66263ea99858f39581f41675,calced,1204533,NORD SUPREME,n,PNI,POOLED,9692131,TANKER CHEMICAL,CLEAN TANKER,30108,2014,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",182,672,465,5,263,138,67,171,58,112,"2,133",24,"2,157",573,719,"1,377","11,989",0,"2,942","16,308","17,027",0,0.566,"3,653",711
1299,66263ea99858f39581f41676,calced,1204534,NORD SWIFT,n,PNI,POOLED,9692155,TANKER CHEMICAL,CLEAN TANKER,29850,2015,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",182,672,465,5,263,138,67,171,58,112,"2,133",24,"2,157",573,719,"1,377","11,886",0,"2,942","16,205","16,924",0,0.567,"3,653",711
1300,66263ea99858f39581f41677,calced,1204535,NORD HIGHLANDER,n,PNI,POOLED,9334789,TANKER CHEMICAL,CLEAN TANKER,23304,2007,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",222,685,479,5,272,154,74,186,68,124,"2,269",28,"2,297",611,766,"1,382","9,280",0,"2,952","13,614","14,380",0,0.617,"3,709",757
1301,66263ea99858f39581f41678,calced,1204537,NORD MERMAID,n,PNI,POOLED,9303730,TANKER PRODUCT,CLEAN TANKER,24048,2006,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",103,436,347,3,151,224,103,182,70,43,"1,662",26,"1,688",449,563,"1,361","9,576",0,"2,907","13,844","14,407",0,0.599,"3,461",554
1302,66263ea99858f39581f41679,calced,1204538,NORD THUMBELINA,n,PNI,POOLED,9309978,TANKER PRODUCT,CLEAN TANKER,24048,2006,SINGAPORE,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",133,560,444,5,151,286,132,227,93,55,"2,086",30,"2,116",563,705,"1,375","9,576",0,"2,939","13,890","14,595",0,0.607,"3,635",696
1303,66263ea99858f39581f41680,calced,1204539,NORD GOODWILL,n,PNI,POOLED,9448334,TANKER CHEMICAL,CLEAN TANKER,30241,2009,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",202,740,514,6,294,154,74,190,65,127,"2,366",28,"2,394",636,798,"1,385","12,042",0,"2,959","16,386","17,184",0,0.568,"3,748",789
1304,66263ea99858f39581f41681,calced,1204540,NORD GERANIUM,n,PNI,POOLED,9670937,TANKER CHEMICAL,CLEAN TANKER,27450,2014,DENMARK,DENMARK,0.1,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"14,500",II_event,"10,000","10,000","10,000","5,000",CO_1_4THS,"5,000","5,000","5,000",191,644,446,5,256,138,67,170,60,112,"2,089",24,"2,113",562,704,"1,375","10,931",0,"2,938","15,244","15,949",0,0.581,"3,635",697
