Indexes,,,Vessel Details,,,,,,,,,,,,,,,Deductible Details,,,,,,,,,,,,Burning Costs,,,,,,,,,,,,,,,Loading Costs,,,,,Final Premiums,,,,
#,QuoteID,Status,ppoidx,Vessel Name,NS,Segment,Mutuality,IMO,Ship Type,GXL Category,Grs Tonnage,Built Year,Vessel Flag,Domicile,Memb. Exper.,DRAT,NPRI Limit ($m),Ded. Fee Treatment,Cgo Evt/Voy,Ded Cgo,Crew Evt/Voy,Ded Crew,Ded Stev.,Ded Pass.,Ded FFO,RDC 1/4ths,Ded Coll.,Ded Poll.,Ded Other,Cargo,Crew Accident,Crew Illness,Stevedore & 3rd Party,Passenger,Fixed & Floating Objects,Collision,Pollution,"Deviations, Stowaways & Fines",Accidents and Breakdowns,Retained,Abatement,Before Modifiers,After AADL,After Sliders,Pool,RI GXL,RI NON-GXL,Mgt. Expenses,Total Loads,Total Premium,Check0,Rate per Ton,ALR Retained,ALR Retained Less Expenses
1073,66265e1697a8f9f101012cd5,calced,1199695,ATLANTIC HOPE,n,PNI,POOLED,9374272,TANKER CHEMICAL,CLEAN TANKER,29266,2008,HONG KONG,UNITED ARAB EMIRATES,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,050",II_event,"6,550","6,550","6,550","55,000",CO_4_4THS,55000,10500,10500,840,958,747,14,492,203,149,224,88,98,3813,37,3850,1024,1284,1435,11654,0.00,3066,16155,17440,0.00,0.60,4337,1271
1074,66265e1697a8f9f101012cd5,calced,1199696,BLS LIWA,n,PNI,POOLED,9374284,TANKER CHEMICAL,CLEAN TANKER,29266,2008,HONG KONG,UNITED ARAB EMIRATES,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,050",II_event,"6,550","6,550","6,550","55,000",CO_4_4THS,55000,10500,10500,840,958,747,14,492,203,149,224,88,98,3813,37,3850,1024,1284,1435,11654,0.00,3066,16155,17440,0.00,0.60,4337,1271
1075,66265e1697a8f9f101012cd5,calced,1199697,BLS RUWAIS,n,PNI,POOLED,9374296,TANKER CHEMICAL,CLEAN TANKER,29266,2008,HONG KONG,UNITED ARAB EMIRATES,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,050",II_event,"6,550","6,550","6,550","55,000",CO_4_4THS,55000,10500,10500,840,958,747,14,492,203,149,224,88,98,3813,37,3850,1024,1284,1435,11654,0.00,3066,16155,17440,0.00,0.60,4337,1271
1076,66265e1697a8f9f101012cd5,calced,1199698,BURSA,n,PNI,POOLED,9387956,TANKER CHEMICAL,CLEAN TANKER,29733,2008,HONG KONG,UNITED ARAB EMIRATES,-0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,050",II_event,"6,550","6,550","6,550","55,000",CO_4_4THS,55000,10500,10500,840,958,747,14,492,203,149,224,88,98,3813,37,3850,1024,1284,1435,11840,0.00,3066,16341,17626,0.00,0.59,4337,1271
1077,66265e1697a8f9f101012cd5,calced,1199710,LEON M,n,PNI,POOLED,9428011,TANKER CHEMICAL,CLEAN TANKER,8247,2008,PANAMA,GREECE,0.3,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,000",II_event,"15,000","15,000","15,000","30,000",CO_4_4THS,30000,10000,10000,1748,1038,758,25,493,380,282,405,184,162,5475,41,5516,1466,1839,1493,3284,0.00,3189,7966,9804,0.00,1.19,5015,1826
1078,66265e1697a8f9f101012cd5,calced,1199711,ADAMAS I,n,PNI,POOLED,9428683,TANKER CHEMICAL,CLEAN TANKER,29832,2009,PANAMA,GREECE,0.3,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,000",II_event,"15,000","15,000","15,000","30,000",CO_4_4THS,30000,10000,10000,1569,1455,1062,32,692,392,291,420,164,168,6245,44,6289,1672,2097,1519,11879,0.00,3246,16644,18741,0.00,0.63,5328,2082
1079,66265e1697a8f9f101012cd5,calced,1199713,GALISSAS,n,PNI,POOLED,9397781,TANKER CHEMICAL,CLEAN TANKER,29924,2008,PANAMA,GREECE,0.3,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,000",II_event,"15,000","15,000","15,000","30,000",CO_4_4THS,30000,10000,10000,1569,1455,1062,32,692,392,291,420,164,168,6245,44,6289,1672,2097,1519,11916,0.00,3246,16681,18778,0.00,0.63,5328,2082
1080,66265e1697a8f9f101012cd5,calced,1199719,UBT FJORD,n,PNI,POOLED,9417490,TANKER CHEMICAL,CLEAN TANKER,6149,2008,MARSHALL ISLANDS,NORWAY,0,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"22,500",II_event,"12,500","12,500","12,500","12,500",CO_1_4THS,12500,12500,12500,140,375,254,3,149,92,50,126,36,103,1328,24,1352,359,451,1349,2449,0.00,2883,6681,7132,0.00,1.16,3326,443
1081,66265e1697a8f9f101012cd5,calced,1199770,AL SHAFFIAH,n,PNI,POOLED,9358620,TANKER CHEMICAL,CLEAN TANKER,11679,2006,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_event,"26,500",II_event,"4,700","4,700","4,700","50,000",CO_4_4THS,50000,9500,9500,922,938,756,13,593,229,172,256,118,141,4138,31,4169,1108,1390,1446,4651,0.00,3090,9187,10577,0.00,0.91,4470,1380
1082,66265e1697a8f9f101012cd5,calced,1199780,FAISAL,n,PNI,POOLED,9002154,TANKER CHEMICAL,CLEAN TANKER,52511,1990,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_event,"17,500",II_event,"7,500","7,500","7,500","17,500",CO_4_4THS,50000,26500,17500,791,1633,1263,31,1022,336,228,305,93,183,5885,46,5931,1577,1977,1507,20910,0.00,3219,25636,27613,0.00,0.53,5181,1962
1083,66265e1697a8f9f101012cd5,calced,1199781,BORAQ,n,PNI,POOLED,9247065,TANKER CHEMICAL,CLEAN TANKER,29576,2003,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"9,500",II_event,"4,700","4,700","4,700","50,000",CO_4_4THS,50000,9500,9500,997,1199,964,19,754,236,177,262,104,147,4859,33,4892,1301,1631,1471,11777,0.00,3143,16391,18022,0.00,0.61,4763,1620
1084,66265e1697a8f9f101012cd5,calced,1199784,TAIBAH,n,PNI,POOLED,9203930,TANKER CHEMICAL,CLEAN TANKER,28981,2000,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"9,500",II_event,"4,700","4,700","4,700","50,000",CO_4_4THS,50000,9500,9500,1115,1338,1077,25,845,266,200,295,115,163,5439,38,5477,1456,1826,1491,11540,0.00,3186,16217,18043,0.00,0.62,5000,1814
1085,66265e1697a8f9f101012cd5,calced,1199789,QUDS,n,PNI,POOLED,9203928,TANKER CHEMICAL,CLEAN TANKER,28981,2000,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"9,500",II_event,"4,700","4,700","4,700","50,000",CO_4_4THS,50000,9500,9500,1115,1338,1077,25,845,266,200,295,115,163,5439,38,5477,1456,1826,1491,11540,0.00,3186,16217,18043,0.00,0.62,5000,1814
1086,66265e1697a8f9f101012cd5,calced,1199792,QURTUBA,n,PNI,POOLED,9247077,TANKER CHEMICAL,CLEAN TANKER,29576,2003,SAUDI ARABIA,SAUDI ARABIA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"9,500",II_event,"4,700","4,700","4,700","50,000",CO_4_4THS,50000,9500,9500,997,1199,964,19,754,236,177,262,104,147,4859,33,4892,1301,1631,1471,11777,0.00,3143,16391,18022,0.00,0.61,4763,1620
1087,66265e1697a8f9f101012cd5,calced,1199937,BW FALCON,n,PNI,POOLED,9607186,TANKER CHEMICAL,CLEAN TANKER,29768,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11854,0.00,3059,16345,17597,0.00,0.59,4301,1242
1088,66265e1697a8f9f101012cd5,calced,1199938,BW EGRET,n,PNI,POOLED,9607174,TANKER CHEMICAL,CLEAN TANKER,29768,2014,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11854,0.00,3059,16345,17597,0.00,0.59,4301,1242
1089,66265e1697a8f9f101012cd5,calced,1199939,BW RHINE,n,PNI,POOLED,9341940,TANKER PRODUCT,CLEAN TANKER,43797,2008,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,404,581,487,10,696,471,179,270,99,69,3266,31,3297,877,1099,1416,17440,0.00,3026,21882,22981,0.00,0.53,4115,1089
1090,66265e1697a8f9f101012cd5,calced,1199942,BW YANGTZE,n,PNI,POOLED,9393096,TANKER PRODUCT,CLEAN TANKER,43797,2009,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,404,581,487,10,696,471,179,270,99,69,3266,31,3297,877,1099,1416,17440,0.00,3026,21882,22981,0.00,0.53,4115,1089
1091,66265e1697a8f9f101012cd5,calced,1199943,BW CLYDE,n,PNI,POOLED,9269245,TANKER PRODUCT,CLEAN TANKER,42011,2004,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,395,568,477,10,676,461,173,266,98,68,3192,31,3223,857,1074,1414,16729,0.00,3020,21163,22237,0.00,0.53,4084,1064
1092,66265e1697a8f9f101012cd5,calced,1199945,BW ORINOCO,n,PNI,POOLED,9324320,TANKER PRODUCT,CLEAN TANKER,43797,2007,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,404,581,487,10,696,471,179,270,99,69,3266,31,3297,877,1099,1416,17440,0.00,3026,21882,22981,0.00,0.53,4115,1089
1093,66265e1697a8f9f101012cd5,calced,1199948,BW RAVEN,n,PNI,POOLED,9706061,TANKER CHEMICAL,CLEAN TANKER,29751,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11847,0.00,3059,16338,17590,0.00,0.59,4301,1242
1094,66265e1697a8f9f101012cd5,calced,1199963,BW MYNA,n,PNI,POOLED,9708083,TANKER CHEMICAL,CLEAN TANKER,29562,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11772,0.00,3059,16263,17515,0.00,0.59,4301,1242
1095,66265e1697a8f9f101012cd5,calced,1199964,BW FALCON,n,PNI,POOLED,9607186,TANKER CHEMICAL,CLEAN TANKER,29768,2015,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11854,0.00,3059,16345,17597,0.00,0.59,4301,1242
1096,66265e1697a8f9f101012cd5,calced,1199965,BW EGRET,n,PNI,POOLED,9607174,TANKER CHEMICAL,CLEAN TANKER,29768,2014,SINGAPORE,SINGAPORE,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"27,500",II_event,"20,000",430,430,"10,000",CO_1_4THS,10000,27500,10000,790,706,512,15,937,232,94,200,88,152,3726,30,3756,999,1252,1432,11854,0.00,3059,16345,17597,0.00,0.59,4301,1242
1097,66265e1697a8f9f101012cd5,calced,1200254,PULA,n,PNI,POOLED,9341146,TANKER CHEMICAL,CLEAN TANKER,27547,2006,CROATIA,CROATIA,1.7,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"250,000",II_event,"250,000","250,000","250,000","250,000",CO_1_4THS,250000,250000,250000,281,610,173,21,129,387,289,661,26,727,3304,30,3334,886,1111,1417,10969,0.00,3028,15414,16526,0.00,0.60,4130,1102
1098,66265e1697a8f9f101012cd5,calced,1200255,ISTRA,n,PNI,POOLED,9489209,TANKER CHEMICAL,CLEAN TANKER,30638,2012,CROATIA,CROATIA,1.7,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"250,000",II_event,"250,000","250,000","250,000","250,000",CO_1_4THS,250000,250000,250000,239,569,162,18,121,348,264,599,18,653,2991,28,3019,803,1006,1407,12200,0.00,3005,16612,17618,0.00,0.58,4002,997
1099,66265e1697a8f9f101012cd5,calced,1200256,KASTAV,n,PNI,POOLED,9389289,TANKER CHEMICAL,CLEAN TANKER,30641,2009,CROATIA,CROATIA,1.7,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"250,000",II_event,"250,000","250,000","250,000","250,000",CO_1_4THS,250000,250000,250000,239,569,162,18,121,348,264,599,18,653,2991,28,3019,803,1006,1407,12201,0.00,3005,16613,17619,0.00,0.58,4002,997
1100,66265e1697a8f9f101012cd5,calced,1200257,POMER,n,PNI,POOLED,9455739,TANKER CHEMICAL,CLEAN TANKER,30638,2010,CROATIA,CROATIA,1.7,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"250,000",II_event,"250,000","250,000","250,000","250,000",CO_1_4THS,250000,250000,250000,239,569,162,18,121,348,264,599,18,653,2991,28,3019,803,1006,1407,12200,0.00,3005,16612,17618,0.00,0.58,4002,997
1101,66265e1697a8f9f101012cd5,calced,1200258,VERIGE,n,PNI,POOLED,9401128,TANKER CHEMICAL,CLEAN TANKER,30638,2010,CROATIA,CROATIA,1.7,2.5,1000,Fees IN (Claims+Fees),CA_voyage,"250,000",II_event,"250,000","250,000","250,000","250,000",CO_1_4THS,250000,250000,250000,239,569,162,18,121,348,264,599,18,653,2991,28,3019,803,1006,1407,12200,0.00,3005,16612,17618,0.00,0.58,4002,997
1102,66265e1697a8f9f101012cd5,calced,1200275,MEI LIN WAN,n,PNI,POOLED,9614074,TANKER PRODUCT,CLEAN TANKER,60166,2012,CHINA,CHINA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"3,000",II_event,"3,250","3,250","3,250","2,000",CO_1_4THS,2000,2000,2000,263,565,533,8,509,323,120,214,68,58,2661,22,2683,713,894,1395,23958,0.00,2980,28333,29227,0.00,0.49,3867,887
1103,66265e1697a8f9f101012cd5,calced,1200276,HUA CHI,n,PNI,POOLED,9611632,TANKER PRODUCT,CLEAN TANKER,30325,2012,CHINA,CHINA,0.1,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"3,000",II_event,"3,250","3,250","3,250","2,000",CO_1_4THS,2000,2000,2000,304,481,451,6,433,279,99,187,78,50,2368,21,2389,635,796,1385,12075,0.00,2959,16419,17215,0.00,0.57,3749,790
1104,66265e1697a8f9f101012cd5,calced,1200326,PRIYA,n,PNI,POOLED,9113551,TANKER CHEMICAL,CLEAN TANKER,25202,1996,LIBERIA,GREECE,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,250",II_event,"11,250","11,250","11,250","30,000",CO_4_4THS,30000,10750,10750,903,829,619,13,469,216,163,230,93,107,3642,45,3687,980,1229,1430,10035,0.00,3054,14519,15748,0.00,0.63,4268,1214
1105,66265e1697a8f9f101012cd5,calced,1200327,MELI,n,PNI,POOLED,9149407,TANKER CHEMICAL,CLEAN TANKER,3185,1998,PANAMA,GREECE,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,250",II_event,"11,250","11,250","11,250","30,000",CO_4_4THS,30000,10750,10750,1060,643,479,12,300,250,183,258,110,101,3396,48,3444,916,1148,1421,1268,0.00,3036,5725,6874,0.00,2.16,4168,1132
1106,66265e1697a8f9f101012cd5,calced,1200328,RAVNA,n,PNI,POOLED,9212371,TANKER CHEMICAL,CLEAN TANKER,28278,2000,LIBERIA,GREECE,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,250",II_event,"11,250","11,250","11,250","30,000",CO_4_4THS,30000,10750,10750,863,865,644,13,488,217,166,232,89,107,3684,45,3729,991,1243,1431,11260,0.00,3057,15748,16991,0.00,0.60,4285,1228
1107,66265e1697a8f9f101012cd5,calced,1200330,ORE,n,PNI,POOLED,9105073,TANKER CHEMICAL,CLEAN TANKER,26218,1996,LIBERIA,GREECE,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"11,250",II_event,"11,250","11,250","11,250","30,000",CO_4_4THS,30000,10750,10750,903,829,619,13,469,216,163,230,93,107,3642,45,3687,980,1229,1430,10440,0.00,3054,14924,16153,0.00,0.62,4268,1214
1108,66265e1697a8f9f101012cd5,calced,1200331,DONGA KRIOS,n,PNI,POOLED,9694191,TANKER CHEMICAL,CLEAN TANKER,28160,2015,PANAMA,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1550,1524,1477,33,1411,439,157,379,169,156,7295,29,7324,1947,2442,1555,11213,0.00,3322,16090,18532,0.00,0.66,5754,2432
1109,66265e1697a8f9f101012cd5,calced,1200334,CALLIOPE,n,PNI,POOLED,9553282,TANKER PRODUCT,CLEAN TANKER,4568,2012,KOREA SOUTH,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,578,430,477,6,476,298,99,176,137,26,2703,11,2714,722,905,1396,1819,0.00,2983,6198,7103,0.00,1.55,3884,901
1110,66265e1697a8f9f101012cd5,calced,1200335,GAEA,n,PNI,POOLED,9460540,TANKER CHEMICAL,CLEAN TANKER,11259,2009,PANAMA,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1965,1321,1279,28,1223,468,167,409,211,167,7238,32,7270,1933,2424,1553,4483,0.00,3318,9354,11778,0.00,1.05,5731,2413
1111,66265e1697a8f9f101012cd5,calced,1200336,DONGA PENEUS,n,PNI,POOLED,9452816,TANKER PRODUCT,CLEAN TANKER,8242,2009,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,780,638,707,11,562,443,151,259,188,30,3769,20,3789,1007,1263,1433,3282,0.00,3062,7777,9040,0.00,1.10,4319,1257
1112,66265e1697a8f9f101012cd5,calced,1200337,DONGA IRIS,n,PNI,POOLED,9451393,TANKER CHEMICAL,CLEAN TANKER,8242,2009,PANAMA,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1911,1208,1166,26,1112,465,165,407,207,167,6834,31,6865,1825,2289,1539,3282,0.00,3288,8109,10398,0.00,1.26,5567,2279
1113,66265e1697a8f9f101012cd5,calced,1200338,DONGA PONTUS,n,PNI,POOLED,9321639,TANKER CHEMICAL,CLEAN TANKER,8450,2006,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,2010,1265,1221,27,1241,494,179,427,215,187,7266,32,7298,1940,2433,1554,3365,0.00,3320,8239,10672,0.00,1.26,5743,2423
1114,66265e1697a8f9f101012cd5,calced,1200339,DONGA RIGEL,n,PNI,POOLED,9279628,TANKER CHEMICAL,CLEAN TANKER,5201,2003,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1954,1205,1166,26,1183,491,176,424,211,186,7022,32,7054,1875,2352,1546,2071,0.00,3302,6919,9271,0.00,1.78,5643,2341
1115,66265e1697a8f9f101012cd5,calced,1200340,DONGA SIRIUS,n,PNI,POOLED,9269594,TANKER CHEMICAL,CLEAN TANKER,6976,2002,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,2010,1265,1221,27,1241,494,179,427,215,187,7266,32,7298,1940,2433,1554,2778,0.00,3320,7652,10085,0.00,1.45,5743,2423
1116,66265e1697a8f9f101012cd5,calced,1200341,DONGA CHRONOS,n,PNI,POOLED,9321641,TANKER CHEMICAL,CLEAN TANKER,8450,2006,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,2010,1265,1221,27,1241,494,179,427,215,187,7266,32,7298,1940,2433,1554,3365,0.00,3320,8239,10672,0.00,1.26,5743,2423
1117,66265e1697a8f9f101012cd5,calced,1200342,DONGA TYCHE,n,PNI,POOLED,9452804,TANKER CHEMICAL,CLEAN TANKER,8242,2009,MARSHALL ISLANDS,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1797,1132,1093,25,1112,441,158,380,193,167,6498,30,6528,1735,2176,1527,3282,0.00,3263,8072,10249,0.00,1.24,5430,2167
1118,66265e1697a8f9f101012cd5,calced,1200346,DONGA CALYPSO,n,PNI,POOLED,9451408,TANKER CHEMICAL,CLEAN TANKER,8242,2009,PANAMA,KOREA SOUTH,0.3,2.5,1000,Fees EXcluded,CA_event,"8,000",II_event,"8,000","8,000","8,000","8,000",CO_1_4THS,8000,8000,8000,1911,1208,1166,26,1112,465,165,407,207,167,6834,31,6865,1825,2289,1539,3282,0.00,3288,8109,10398,0.00,1.26,5567,2279
1119,66265e1697a8f9f101012cd5,calced,1200362,HANOVER TRADER,n,PNI,POOLED,9321134,TANKER CHEMICAL,CLEAN TANKER,8561,2007,MALTA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,649,478,371,8,317,151,62,155,70,85,2346,28,2374,631,791,1384,3409,0.00,2958,7751,8542,0.00,1.00,3740,782
1120,66265e1697a8f9f101012cd5,calced,1200363,DL CLOVER,n,PNI,POOLED,9381316,TANKER CHEMICAL,CLEAN TANKER,8539,2007,PANAMA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,790,579,449,9,317,184,77,187,88,85,2765,31,2796,743,932,1399,3400,0.00,2989,7788,8720,0.00,1.02,3911,922
1121,66265e1697a8f9f101012cd5,calced,1200364,GOLDEN DENISE,n,PNI,POOLED,9366196,TANKER CHEMICAL,CLEAN TANKER,7142,2006,PANAMA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,864,617,477,10,338,202,84,211,94,95,2992,34,3026,804,1009,1407,2844,0.00,3006,7257,8266,0.00,1.16,4004,998
1122,66265e1697a8f9f101012cd5,calced,1200365,DL VIOLET,n,PNI,POOLED,9381354,TANKER CHEMICAL,CLEAN TANKER,8539,2008,PANAMA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,790,579,449,9,317,184,77,187,88,85,2765,31,2796,743,932,1399,3400,0.00,2989,7788,8720,0.00,1.02,3911,922
1123,66265e1697a8f9f101012cd5,calced,1200366,DL ASTER,n,PNI,POOLED,9381342,TANKER CHEMICAL,CLEAN TANKER,8539,2007,PANAMA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,790,579,449,9,317,184,77,187,88,85,2765,31,2796,743,932,1399,3400,0.00,2989,7788,8720,0.00,1.02,3911,922
1124,66265e1697a8f9f101012cd5,calced,1200367,BREMEN TRADER,n,PNI,POOLED,9321110,TANKER CHEMICAL,CLEAN TANKER,8515,2006,MALTA,KOREA SOUTH,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"12,500",II_event,"7,500","7,500","7,500","12,500",CO_1_4THS,12500,7500,7500,725,534,411,8,355,171,72,175,81,95,2627,30,2657,706,886,1394,3391,0.00,2979,7764,8650,0.00,1.02,3855,876
1125,66265e1697a8f9f101012cd5,calced,1200368,DK ABDUL RAZZAK KHALID ZAID,n,PNI,POOLED,9700213,TANKER CHEMICAL,CLEAN TANKER,29554,2015,MARSHALL ISLANDS,UNITED ARAB EMIRATES,-0.4,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"16,000",II_event,"8,500","8,500","8,500","14,500",CO_1_4THS,14500,11500,11500,630,690,526,12,289,175,72,171,64,66,2695,37,2732,726,911,1397,11768,0.00,2984,16149,17060,0.00,0.58,3883,899
1126,66265e1697a8f9f101012cd5,calced,1200369,DK I,n,PNI,POOLED,9164677,TANKER CHEMICAL,CLEAN TANKER,28434,1998,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,-0.4,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"16,000",II_event,"8,500","8,500","8,500","14,500",CO_1_4THS,14500,11500,11500,690,756,579,12,400,189,77,188,72,85,3048,42,3090,821,1030,1409,11322,0.00,3010,15741,16771,0.00,0.59,4026,1016
1127,66265e1697a8f9f101012cd5,calced,1200370,AL BETROLEYA,n,PNI,POOLED,9700225,TANKER CHEMICAL,CLEAN TANKER,29554,2015,MARSHALL ISLANDS,UNITED ARAB EMIRATES,-0.4,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"16,000",II_event,"8,500","8,500","8,500","14,500",CO_1_4THS,14500,11500,11500,630,690,526,12,289,175,72,171,64,66,2695,37,2732,726,911,1397,11768,0.00,2984,16149,17060,0.00,0.58,3883,899
1128,66265e1697a8f9f101012cd5,calced,1200371,DK YUSUF I ALGHANIM,n,PNI,POOLED,9399624,TANKER PRODUCT,CLEAN TANKER,30952,2011,MARSHALL ISLANDS,UNITED ARAB EMIRATES,-0.4,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"16,000",II_event,"8,500","8,500","8,500","14,500",CO_1_4THS,14500,11500,11500,356,503,440,8,189,314,118,210,84,21,2243,44,2287,608,762,1381,12325,0.00,2951,16657,17420,0.00,0.56,3699,748
1129,66265e1697a8f9f101012cd5,calced,1200376,ALPINE MOMENT,n,PNI,POOLED,9391438,TANKER CHEMICAL,CLEAN TANKER,29266,2009,HONG KONG,USA,-0.2,2.5,1000,Fees IN (25% 1k 10k),CA_voyage,"14,500",II_event,"12,000","12,000","12,000","25,000",CO_4_4THS,25000,0,10000,631,630,466,12,381,167,121,195,65,88,2756,31,2787,741,929,1399,11654,0.00,2988,16041,16970,0.00,0.58,3907,919
